filepath,content_sha256,content_git,content_cid
multiproofs/provenance/git-proof/manifest.json,b8cd2066d1e6a7f1769c7afc78c0a2c7472ae1db4df401f65fa36564c70cf8a2,8a7067cd9577bdbbc36cf5cb29ce88ca04f9b44315dc11f00d1123dd907bee7a,QmRQBHjzFF4JWJnbezhD9cAnhWNYk6yyvK5rDaDJ2qTzZ9
multiproofs/provenance/git-proof/objects,,cd3f7ac78d2171bf04424584aac2da059db1828f583a0fd6b038f658ad5cb12f,
multiproofs/provenance/git-proof/objects/1b,,b1cca6c6c69cfae6fba7dfa57f09b630e88497f5863e55101b3d5aaf0a22db2b,
multiproofs/provenance/git-proof/objects/1b/a132a61ecadf206dc3492a8ca305cc4279a64c5002eef62d11d74d3759b7f5,0a4d7648fd3c9e4a0bd16274c330b76c372d27e6a4587b0ce55f17025e8b9d2f,bfababb520d40e39af54c73e949eae49780ec2e954036188b3a9c1a297cad47b,QmSG9DqP7qTNZMX7mkVDveDf2sfDpCS7wz7WMrgVANS9A5
multiproofs/provenance/git-proof/objects/1b/dbce0a9b67794b2fad09084ab0b41ca7b552a7812940d1cd66ee6d9e063f50,fd8e24848b4ac8156f631e292b4834e379a7334e3a6e238f6c5fca941f2096df,5e95329af38a734995502ac8cf4d56bfb9f3f82c56173f7b5bd880c4d522ebc1,QmXnYWcpxth3dS1bqZwnNUiZx9Z4Pqzx68w6aAxfR6WCtN
multiproofs/provenance/git-proof/objects/49,,4e5739744cd99b4724f8a5814b20c9b7141d5f4b43aaf3868be719b47b31cb25,
multiproofs/provenance/git-proof/objects/49/f7972f1a1af5d1e8cabbeca2bfa93eaf9242c4e12bb7da4713a15ed50f1a1e,23c1e729d9419fb42144fb9b6907dab743b5fcae9ca7700c4f83c3ac2e3a6935,ce5c175669f8c3afbab642a5b70b604c1d8064eeb71105e5f2a5b11815bb8646,QmR1F5Sj1RdBj6F9dqSjSY2usFmVFhnbEVY785JNXe2MnL
multiproofs/provenance/git-proof/objects/52,,85ef0c65d0156ca8be6f76c491f16ebbcc869a50e7207cd5b60f7d71570557b9,
multiproofs/provenance/git-proof/objects/52/d35d27e89b899176e222c70c4c48b4257f33043acf42bacfcd33091d0393b9,52c9b9b35dfb844ccf9785896bb2362093eff70e2db71b182540c2d9ed9362a7,cb9480911f602336ce3544f64f31aa21e8ecca4507a1d59eaa44cfa2dc4d4787,QmR9BLPi3A41Pramt8XMkgjW96SE4NsR1EuymfGeUJtEEf
multiproofs/provenance/git-proof/objects/5f,,4346c6a527a3ca13eaf12e594f4038547f78db4f6b41d60e3edf174f36449e84,
multiproofs/provenance/git-proof/objects/5f/d8a23aab90c61340e109b4ad88d37b2fb8433a36cce42faa2006ddc2873f32,c7a3dab3f5ed31bbfcaf71b4db0930360780c49d2f3aced77b10be0c7b4e4adc,75318d025df1b90cf0dad85b17d753bb948fb47b7346599d377495caed96367b,QmUmzaKSEEf67cWrBEeGGBXYwj9m8t3E5NbTGRkp4udTkv
multiproofs/provenance/git-proof/objects/7e,,5fbd290a7d2f4a29905c89ba3273fc27b3589a4be8f2c79eede895648274a7c4,
multiproofs/provenance/git-proof/objects/7e/2935487e19369266a9f639c69abe0800403622f7abf8bbd8f8da17d6e64bf8,6ca4a4864f06eda694c291156e5e23f7cef52cff417b2c8bb0871540fb990943,1c2a973c5fcb917e3849e74e8dc98160e1b8c9eb00e547535032e9142ca77ca6,QmRuaCEYTjUd4iu4zK7nzfCC4J3ZTx4xgwrD4ZTTzMvxjt
multiproofs/provenance/git-proof/objects/7e/ed78ecdd055082a3d3b1818b5dd4d60ba2d8e988978d98566da8eb6be0d0a6,cf732c3e9fffb78ca60a5f21e93255362f91886220ebe4b300a9705ef3a6572d,e8aad268c063ecd3fbdff09f7a14b33a851f353481cf523c200ce32722910ab9,QmY4jVUTNjiPhY7fQfGuskqKDPWWQAryaES4voMWVJXWBo
multiproofs/provenance/git-proof/objects/83,,2c857640f16cada8c7211a1da21069630f389769dcc8b7f0d57fc49a580721a4,
multiproofs/provenance/git-proof/objects/83/706418bc8e7f09bb43273baf64ace67dd063f1594d6774eda71403db3e7cef,9f01965c69834c4c0b8aaa3810990677071e047a1bb51974c8a89f3229411197,1393738cff77ce571d862318b8e536e6359895cb2db013e8f106e5cc2ca392ed,QmQsqCgPNyP9mUaAqcm2y1EqPoMSzhRCYUbGqZA47JaLG2
multiproofs/provenance/git-proof/objects/fb,,7c9fe98dd3366c91799464b99f673b8ede1aced209fca5edc87a175cf0931dd9,
multiproofs/provenance/git-proof/objects/fb/e00da7014a1f27c66fab091b152abbd7c2236130da53d1f539f82ccba14787,bda67f88fbc77a4e662b64b344023b18b96ccd3d72c1d010f44a1d777105fc10,8c6749c5fc3f50bc36b6dd62fb3dd87e19e367532a251122ada60907207b4b11,QmeSqzph7GY6XTn22xuzyBXFTQzNLJLn3ddTFAYx4mhKmZ
multiproofs/provenance/git-proof/objects/ff,,82a4416fe27977e650668c9999e1b9d2e9534958c2125400926e4f17f82a31c6,
multiproofs/provenance/git-proof/objects/ff/8545e1d6a1f3ce195f7ed5049d6f0ba29834176878603af21e6a255fe673e7,88c3d6ddea3fb9d4ac9df3a178c82ee0327f1efa20baf0a4792ca7221afcf6fa,9d06873085ea09aaddaab1fdf35dcd02a75df223a12dd03bf0d88690a135f724,QmRwvnKxhZCXZqY8gz7riJgCGzorVqoimGNZsJsKtuWzUL
multiproofs/provenance/git-proof/pubkeys,,6057a3a3992c41cef1bb5b1e8391b939288cf3fa1f5eb390ca468ee42b37e6ff,
multiproofs/provenance/git-proof/pubkeys/claude-code.pub,8b83c200ecb9d132517d5dc1045b9dd12b8b3435a66fea3f1f055b96c08c7b30,f539879f7b471a38bb4bb7f2672556b3f09d77ed1e8e60ba25b09ed8304afb0d,QmV1NqKo6dXzQwWQomcaft1ZT3P4wUA739wWEpTBBuzrd8
multiproofs/provenance/git-proof/pubkeys/maxim-uvarov1.pub,7cf2f665784d0df5068ce7c974876121baed22426e7130e83f3b22f60e80ff92,dc0ac963599fd1f3ba1174246502a4526d32a624106f0023f60697838f986a00,QmWxrFusK5ECQwRCWM8k4gBw9VpRjWb8RG4nKtuC5NHncD
multiproofs/provenance/git-proof/pubkeys/maxim-uvarov2.pub,fdabfb1a74b804c2aec451b41f6697fa59fbe26cd63b2cd641d4c098742bdce5,9feebceace04cc5576c251a5d0a69a0831d0b30845f8803f7b6eb4b8b49add00,QmRbkAyRWFEmxsaPcyCSmri9s4oHrqSnwiihYLtsxo5r9Z
multiproofs/provenance/ots-pending,,,
multiproofs/provenance/ots-verified,,39679e14ac49161827361d7759d6bec88e6b3df5db80eab4a311d068fbd75829,
multiproofs/provenance/ots-verified/tree-hashes.93223B2F,,66eb0cb52e4d1f12d47efc5aaa0b52aae5e6dc9374eca6ff46ed0dff668f5ad4,
multiproofs/provenance/ots-verified/tree-hashes.93223B2F/tree-hashes.csv,93223b2f7762c2e2db51430787380dcb6a2bd243992da72c8ad9b3d9baf84b2e,4004b459905754c090ce3ce36502e305f39a153b46e5542da0a2ff6d1c979713,QmQhGpwe4wVDBLRNSk1FZSLPppvnGAGQqodPCwhPaaudec
multiproofs/provenance/ots-verified/tree-hashes.93223B2F/tree-hashes.ots,0cf4bb08943ff1badc4aa687b5aeaf24f12746f27f303d6eecf0af9df57de144,ba8f83b99b088dc6a2567bbc3245601540f5b001daf9ad0b4024bc7776acafa2,QmZp3pRjud89U24CSUxraGruy1UGL3ZZGADGPyjfa96D6x
multiproofs/provenance/ots-verified/tree-hashes.93223B2F/tree-hashes.ots.id_ecdsa_sk_rk.sig,db36db4b8a0b8193c6ae61f5eefc24949270f135114e1bdeddff90831d17f423,bacb0e9aabeb35b68349f26e0ab31878bbced102e710a22c8f2e7411bc794932,QmZpe9xKtCkmamHbavuHsvdXU8SrruU1mTiKLMCawFe7ys
multiproofs/provenance/ots-verified/tree-hashes.CCA016A8,,11cf096b55a27bb1054e22ec7bdc73266fe9f24be8e1fda65b4216a17c505306,
multiproofs/provenance/ots-verified/tree-hashes.CCA016A8/tree-hashes.csv,cca016a8e734d6d6d8d86a9eff7a9a5a29c6b1b228cf48da678706bc54dcfd98,ace69bf1575ef9ecadc247702abb9c34cc980f2e1fac8db0466c8b4fd3033789,QmaFnfd7iaAfRTY9ML4oFtJo3NF1gr5HYcTkoeKmKWBdSG
multiproofs/provenance/ots-verified/tree-hashes.CCA016A8/tree-hashes.ots,63d60f9e5962a1ca8706511faf47d7675b92649a523e83425a964005371db852,245b973ba5813f24e816e1f23b2ceb1e6ff6f696a1b00750f4ab86853dd8228c,QmQ4MvwV41yoqM4BawGE8nPfg5kLLbAX37sUSPE2cYsAi5
multiproofs/provenance/ots-verified/tree-hashes.CCA016A8/tree-hashes.ots.maxim-uvarov2.sig,3e1579dc934dee2459a1c8e64a39be10a6fb4e721afe7584108a3c1260446d0e,6b10008dcaadb0d7cb8489ba87a1c6095c2d09bd3dd7a9b6d36c8558b498613c,Qmesj7ofPmXTQ97nbQboX7yZgnMKqCfnnak4N9TGRZJXuG
multiproofs/pubkeys,,6057a3a3992c41cef1bb5b1e8391b939288cf3fa1f5eb390ca468ee42b37e6ff,
multiproofs/pubkeys/claude-code.pub,8b83c200ecb9d132517d5dc1045b9dd12b8b3435a66fea3f1f055b96c08c7b30,f539879f7b471a38bb4bb7f2672556b3f09d77ed1e8e60ba25b09ed8304afb0d,QmV1NqKo6dXzQwWQomcaft1ZT3P4wUA739wWEpTBBuzrd8
multiproofs/pubkeys/maxim-uvarov1.pub,7cf2f665784d0df5068ce7c974876121baed22426e7130e83f3b22f60e80ff92,dc0ac963599fd1f3ba1174246502a4526d32a624106f0023f60697838f986a00,QmWxrFusK5ECQwRCWM8k4gBw9VpRjWb8RG4nKtuC5NHncD
multiproofs/pubkeys/maxim-uvarov2.pub,fdabfb1a74b804c2aec451b41f6697fa59fbe26cd63b2cd641d4c098742bdce5,9feebceace04cc5576c251a5d0a69a0831d0b30845f8803f7b6eb4b8b49add00,QmRbkAyRWFEmxsaPcyCSmri9s4oHrqSnwiihYLtsxo5r9Z
nu-multiproof,,869a049fe04eb322d4cf2147488dc535811153ed9ee0797a03add495ec1c7b64,
nu-multiproof/cid-v0.nu,8126ea7d6a96150f73bd9f5db43f83478cc5a4c678882f42b5a485875473d7d4,247aed087a37b661968f5bcbbabd187beb59924050082af9bd3faa3a163affd6,QmV9NggNXTFseDTio9dBHJSBrSJ2iVN5tB6t95RssvdZFH
nu-multiproof/git-proof.nu,09da166ee29fce0e11f3ef8abe2982602c75aeea29b2d373c02503c04c6f58f2,b6fc81b0aac1d83dd0cc2bf55ff7ee73937742e4e1d4cfd79dfce557a24bbc68,QmTR9iQe3bD94Nsc7bukEbxHhMHFwXjwHkAYyUssqrsEeh
nu-multiproof/init.nu,10979910e3b5be0a72aa9bd80cbfb5728feb8a27bbe8ab6d973df6e0c099edd5,fd124dfef5a0607f2f86b4cb5e26966b74b45d4d759ee47a6ad5095fed88f80a,QmeatQwdBVF3m7bwqrt6sNUE9GssGf8fBY9jdXuUMfpqAn
nu-multiproof/mod.nu,af0507446120eb9f14662a5383ef06a25ca59f2025f7dcedb3361f259d12d9dc,7e2935487e19369266a9f639c69abe0800403622f7abf8bbd8f8da17d6e64bf8,QmRisNqEiVHh4uyEgDHMHGawRhh16QgMdXedPTYPmqFVJ8
nu-multiproof/ots.nu,ad87117c79a4dbd9ef5a67c2234c97893a2cc79504cecf606db84e7d82ec870c,f3c78c833b0ffb8eee1c86945fdab4ff38d643e85b7f341756227e711d15a069,QmP16BfeS2jshkTpy1vhnru32dy9wrfZ8XURuAqMwAPVvG
nu-multiproof/ssh-sign.nu,cfd7b2761a1137470d3803e3a089430d40fc33664ebc97e3a24b60696332acbf,01cc356f201ef5841584c69d2d307324d0e725080dec0ba641ffe88c1284f26d,QmVMZ9a4dqr1yiwebi8hWnfWuFbWpPx19G8FL3Gf57fvCa
nu-multiproof/tree-hashes.nu,0bd51d0302908f3c9a630e60a9d80607b11c2c5baae9019f3988080f30ac1730,9583de0a40796338f54b47e5506fa2b6336806bdfbe45a0d6a30ffb715f07a7f,QmczPhGaQAZExyFKBEipaDn8H2qCrEvEAvd1JcGibKYPMS
tests,,a494d27433b80dada93591095be46f4b0f4de8f3f42d6784427e820ddb040f75,
tests/test_cid-v0.nu,24c3561bacf23b3525d8d0aaf11ad0c28f6e748699ac8b51e0356b2c174583d3,94730b14800010ffc9bd396af7ab82f17644fcd049ae35e38deb1635dc9d2ee5,QmbWFaFQKRvSDnAKwSpfQb1Essf6ftV58so6BrZxUi6dHD
tests/test_git-proof.nu,4e4c37c7859a1dc997bc0275a5c2ed71f50b1275a6965631fa54ea57b6b3d55f,3495d68c2e78bb0b00492b1a0766ac8b41f5e6f9129ce4188faf8bec6aef5973,QmWGPetcv8gSrr18DQ2uHq4hokYFbf2Xwo32Ng97J58Uob
tests/test_ots.nu,cf254e88e4a4011f4b06609eeb7ad3af19630e94708e763713bd01731c1c0cd7,3d31e302b583fd48d18f950f280fa0b66d8af8d5477d35455bb18be4725e4142,QmfRU4DjXzkqMWBXJDVYY28CQWBmkTBVo5KGKhtkZx3YFp
tests/test_ssh-sign.nu,c27244b6d3496006522ab147dd525cd7cb0bc60dadf763fa490ad852c2b9b5fd,b3c30ed7b53965d83bcdd34aa2f19bc97d9229bf9542589418551099b077da6e,QmXkqFGyxVXfCCw2ZSVbuy7xWx6cRbeQhtnAA92PZ61Tip
tests/test_tree-hashes.nu,71e4a5d79b93f4b6e23c49ea4713e1696a1ffede2f058056deda24614be9c74b,29cd3ae5d2bc60dc272df71c443151493ea00d13b60005b2a2658dcff0981121,QmTc255sCd4NxbABxFhzRk6eAxhEbsv4L7VcwGQYuhYFW5
toolkit.nu,14fb108758c13770c0282229e4002887b94895732b2bf209afce3f4a6e68e0f1,f6cff002ce98802f4106e1cb936ed8a1c43ebf87a00cc22b23fcd92de7953fd9,QmSrRwVUm3Uxgi3LbbFzM3Lk1XNgZYZPZVEK2hqe51JATe
.,,,Qmd7Hr7t6L1t83see6ddaunjQhivDjex8dpYSDLFiHCCMf
