filepath,content_sha256,content_git,content_cid
multiproofs/ots-timestamps/tree-hashes.269D3CAA/tree-hashes.ots,a967c1f5e189b0d51d60bea854aff049ee858ce240e88ca0da558514823c60fa,7e6aefe28e1c677b7169ff44e93fa1639ed91e3f4f8883697a389ab0bbc66dfa,QmdPd7PY9NPu84WKKPBh1peDeitunaHVwfk8BGQuExJknz
multiproofs/ots-timestamps/tree-hashes.4EF08B69,,5b6a290da5df978a7d473cf88b4f06c961d4b63dc6e1bdf6e95726f4c00f9113,
multiproofs/ots-timestamps/tree-hashes.4EF08B69/tree-hashes.csv,4ef08b69bf413b01eaa6a8c0410a7ebae2a81d9c378fa998b6b9149cd0f8f818,e606a510a2c76627d6ff1eeaa6e808a761e85260140e1c4103a1214306b62736,QmQAjVJa8h91wwin2UmaJ5Ahp3mxhG2BX8wPTAeN6o7tF9
multiproofs/ots-timestamps/tree-hashes.4EF08B69/tree-hashes.csv.maxim-uvarov2.sig,4844ae8e5603eb32f2bb1b80845bf6965da615cc79d07996f17c9993d9b60617,a1d08e0db5d17c9f9d43e04958160fe9d53c5fcbd9019685a8f1ddb6dddb9d36,QmUvgb18cE3Va4ceb8g1owmiW8uKHcV1pudg2rMGf866tS
multiproofs/ots-timestamps/tree-hashes.4EF08B69/tree-hashes.ots,51890cfca80b78f44b83d72e4cb98f9c89c3a2e4e5856d10ce1a142a57a2ed8e,c56a1afc8560c76f88a9e8656ce06c9588a61036ed84bcf86ddd2ef7d43f4869,QmcfWmw83GoGBrv6hA3nsL2S22D5hxq32XiiH4LHyRFsDU
multiproofs/ots-timestamps/tree-hashes.6AF8704B,,83bd8d6ef9c1b6e2ed7cbfdaf03c1330e1062c3f9f30a24f4933ac54f1812da2,
multiproofs/ots-timestamps/tree-hashes.6AF8704B/tree-hashes.csv,6af8704becf9390d3ae4d9e45d6f886009e9ea9469e51872b807aed35c5bd6da,c9bd3030fc2938a2cf37eb76dada6a091972e08d1d135edfa224085d7ca845fc,QmWjmPYKwwaVmZbZb94sLwFsjdTKVRPNaxiLEnCN94sRQs
multiproofs/ots-timestamps/tree-hashes.6AF8704B/tree-hashes.ots,23f381186a67e8ac7dadf91849e82ff393840b6b5b077f59b3c3c708c4d2f264,cffb2062cb8523f7357d530f82bed8e068bba4ca5ddb1372160f547baedce721,QmSJsGLrNVfGWZEdE7bWm2SSn9VugsnkgGkmgofQJejVfS
multiproofs/pubkeys,,6057a3a3992c41cef1bb5b1e8391b939288cf3fa1f5eb390ca468ee42b37e6ff,
multiproofs/pubkeys/claude-code.pub,8b83c200ecb9d132517d5dc1045b9dd12b8b3435a66fea3f1f055b96c08c7b30,f539879f7b471a38bb4bb7f2672556b3f09d77ed1e8e60ba25b09ed8304afb0d,QmV1NqKo6dXzQwWQomcaft1ZT3P4wUA739wWEpTBBuzrd8
multiproofs/pubkeys/maxim-uvarov1.pub,7cf2f665784d0df5068ce7c974876121baed22426e7130e83f3b22f60e80ff92,dc0ac963599fd1f3ba1174246502a4526d32a624106f0023f60697838f986a00,QmWxrFusK5ECQwRCWM8k4gBw9VpRjWb8RG4nKtuC5NHncD
multiproofs/pubkeys/maxim-uvarov2.pub,fdabfb1a74b804c2aec451b41f6697fa59fbe26cd63b2cd641d4c098742bdce5,9feebceace04cc5576c251a5d0a69a0831d0b30845f8803f7b6eb4b8b49add00,QmRbkAyRWFEmxsaPcyCSmri9s4oHrqSnwiihYLtsxo5r9Z
nu-multiproof,,dcd93bb9d121e17ae1bd837783e762fe202cd5dd3465581a7d85986e3ddeadb8,
nu-multiproof/cid-v0.nu,5dc6f6e70a5b26c7cf605f1bd334d4e41cc39189df3dcbbb2a814aba2cfa04ab,5fd8a23aab90c61340e109b4ad88d37b2fb8433a36cce42faa2006ddc2873f32,Qma94rMG27zg6HJ1oc8ZGa6nZJM3Gsr4EknaWJgqcVPqy5
nu-multiproof/git-proof.nu,e75792120b1b5d4416ea1ee947630fe2c2a98c12ca1c95bf35f5efaef7010127,fbe00da7014a1f27c66fab091b152abbd7c2236130da53d1f539f82ccba14787,QmWpFmrz5SGvHrx8hff9Bg5XDbxXLwypML1uoXuY1K3mGw
nu-multiproof/mod.nu,989c2b646c0d301300057ac7d6e38cf5485cd12f39960875875d33f6b56897b5,5f6be0a06652ee69d9c0ace6652b11f56dbf0529942b9c66a982f2460dcbf1e9,QmXWJRXSaVb3D6tkBaww9Ajv35BS6AYoXQDqfBNfDjvQoE
nu-multiproof/ots.nu,9fe11ee0b9f7e025a0baf114d023c1b6d29bb0c51c11e7546a4cbcf576d72ead,a99bffa5901106ef9774d99728c09f5e620a807246d8fbd94698e82a1badc172,QmRB1CRXhc4J6UspTYsvmDvttBrasfFZudggkNz2QmiSzm
nu-multiproof/ssh-sign.nu,2fb60813dd07b999834785146a693a67bd20722cc55718b8eb7a8a675212fa56,f49c1f4dd649e036a9255350bc2325f12543b6783e0a896d33dfc52e3c65784b,QmeMM79sQmDV8thqjnw6jYZmHywqsWiBYgw65VQYTR6hWC
nu-multiproof/tree-hashes.nu,1caa66d1b06badf2555519d5bddff93f5da2de98f6dce36593a795b1c0cbaaa5,83706418bc8e7f09bb43273baf64ace67dd063f1594d6774eda71403db3e7cef,QmUyjjSZ66vKf5HRi931MPqy79W23ZikCz8URCaFkqNcNn
spec,,a7b5ef6e139277fa893d21ce8c68d70def70ff20ce9f06dfaa1bd3805390b509,
spec/consensus-mechanics.md,1a6b9397d6676879ef133737e102cd8f249e44f5f4794ba923907e28c23fa0a4,8a80e14b9a6c20df92d7e2d608eef2109817ab36f3ef60f70d290536139d556a,QmYGYtit4PWKTTP43vBrEwcrGLdvRUJUsHzXUYiyz1eqPr
spec/cybergraph-model.md,76d14c659f7d54a8796d1e460e5200cd8c880800075299fc46b8ae99fcaab174,515817c5d464eeeab52b9e242f83890b9b13a2a178ec20496e07228f51739c68,QmRfrjW6xYUy32SohexhxHzvyY5tJE28PattUqLXdLLZNM
tests,,7f5a953ff39112cfff72342bd0e2cb2de320e17e48c46adbbcded6a91d291f02,
tests/test_cid-v0.nu,24c3561bacf23b3525d8d0aaf11ad0c28f6e748699ac8b51e0356b2c174583d3,94730b14800010ffc9bd396af7ab82f17644fcd049ae35e38deb1635dc9d2ee5,QmbWFaFQKRvSDnAKwSpfQb1Essf6ftV58so6BrZxUi6dHD
tests/test_git-proof.nu,27f8704676d2ce2c2c430b8c2a0a518ddf257857de199b1c5118ee06e62d34f4,d6bcaa3ac1d788efe513bf07a5ea2ada63aa8d7f790042268ff259a9b5082e9b,QmfPr3XkB6R9fpwwCf8XFCNyT5iiVscUnMCVWGRtzLGcSJ
tests/test_ots.nu,49b08857230d51aba2e1eeb028cb930c40c951f069a85f2b735aaf57d1843951,fbbdb6bd0885ef9fa2de08dcb9a6a91b0b3fbfe4040bfa061972e20fd5e8a6b9,QmRohZaAJJc9RsKVRjCkLA6TyF8urHCWTnYp4XZ7c758AE
tests/test_ssh-sign.nu,2a78f1028624d4d480d616401767e63a606b3931cd5d90d70e89fbfa2a0a2daa,6ae6961f6a26356cc761f7d76636bf559ad220ad345bb79490c085e1b01fdde4,QmYtgDtLsh3UMvzYT7oK5jftwpopPqZ1QRjbdofM8BfR7Y
tests/test_tree-hashes.nu,67519f9c2552767dc1fad235d391fd438ced1833f5cab3fd07bd07fb9db83f6c,fe4db625ac13b762c729918993e12640816b8b4232ea539077f57bd23f9f92f3,QmZ653SjL3jRRhh7nUUSd6W9cLqBqWBGhrPBNHZiWFzzLm
todo,,6be57d9fecb9b9140d7bb8d9a3455a9690731c376c4091ced10279cf11f1d77c,
todo/20260215-090120-tree-todo.md,d8a743fce86f16a137217b9927c9d68dd9d8f9fc75be8d85a47a05be63d90dc2,a250daed94cb38ceb696f6e23dc5266d8dd1e5ac98258f431d73d09571c85ca6,QmXXss3JDveykqeCiooCgmhXQ3JHsQfhZfmUv5qrJwQHot
todo/20260215-1259-batch-ipfs-add.md,0490ba0bcd018984740d6d2b88b41e4ae3d01adf1dc597e556e137c3f45c0cb5,9924003df3d1a4d34be289d3ef7e333cfe5c434b6732b6fc603aec5c5759de10,Qma3pqa61yELgywxsPwtsM17nkmeoyEuze3yFAGMpBmqb7
todo/20260215-1429-pure-nushell-cid-v0.md,2be12dbc2eebe95e202d95ff03637b5a2edcd5ca46e6ee620d1956ee3451e56d,96515f7835a7b48c759acc0b14969f7926aaa9467510993994eb56755efaeaa2,QmaEijKq4XWnQDuHfrnUUzwgVniv1h9HHVXaieD51N3BkN
todo/20260215-1445-test-infrastructure.md,ca6912220e978e3e0a79952d6c6667a6db6c35e48629b2f5083f6731af3c16d9,88f773a8c1f5b40bddafdbf26476d797a9091a3561ffa97100078c541133bde3,QmUAwZuFYD3GDXBhCmSS4Q6wAjH2EW9w7hxDQf7kwFA2Ei
todo/20260219-0321-implement-ots-module.md,75a73bca3033b57f239110bbe5499a811785b04f1e292a6c94ac679ea0c88321,24df451cde6fb38ca77aa2195eabf5953ee392a1c4f58c02fc59cacfd3bd52ac,QmY9hgVSYKQ8kt9EphJyZxU2SwxmZQYiApgzEQCubTo7FJ
todo/20260301-111253-solo-git-tooling.md,1426b648231698a56c854f59856b55ef4d0c093b77e60c91ddf4d8ea7db3cc29,2a1e3214fb4d7f498ce29ebb59b8ca818170e7efb9f49f3283756c63bfabb457,QmaVubFsnGqpMzAEpMdAaiA4f6mNS8YMvy15dVRXvxTNn6
todo/20260304-0354-rough-edges-cleanup.md,b7f4f75c0a1191cda6ee9673b0808f55b720ba975c78a4ff0158b86adfeedf37,169155df9795f2a23d055b7045044bf07a9d0ecd7330fbe95cbfc03e6c3c24a8,Qmdwm7kK1j3eyfN6Na5xryywuNr2heBMYSqRSGsbE5pnLh
todo/20260304-0355-instantiate-consensus-layer.md,89c03f924a1616c17eaaedda24d947be2cb057595f9ad060996bf36eff5709f2,279d4817a604502bd9085a6fd4fe97aeb615f7698c3e9445b9abe01af3c87d3f,QmPyXpTwNoAiLTfgSFtU9TmyXt8zN2JDwehfP8bVbrxSZL
todo/20260308-1447-trim-tree-hashes-format.md,af59f1c10baf3e4a81c0dcf91160e4fc53e5daa1a465e26d54c3ec6b86a449d5,124d58df94a7700157c8ac31978ce0bb32c2a2ccc34a041c857f69788a4304db,QmNv8615KBLAFND2DCezSXEC5sdHuVsc9k699bKjmKGUB5
todo/20260308-1555-ssh-sign-tree-hashes.md,27af2249da8da105d7156dae9e6d791a8c1200df84fa0df31fd01a8896cc78fc,2bd39f58bdb8ab3207e7b080fb93f4311ec48650b241d182bc98878aa17203e4,QmZGjNyTwU3qwL8P4552HTdZ4e9r3wxKVrvMUcctXGCKXf
todo/CLAUDE.md,e8bda3ed1592632478868975807a77c7b8ae0ace324bb09a5fe2e8f87965f5ae,0bcde8352f6ceae89a0728bc85c73f85ff83e4a12f8807c03e003183e59377a7,QmYWKHnAeY3A3NLbXgqJgcRKgAG5bTkAZUnKnvDV7yUFs8
toolkit.nu,c50fdf1a15ad718060fcd06fa92816893ecf32972c4f4a5a253b928fd81b1b21,832631feb786f7809ad3a5b4addc3b9ee05d47f64b1405110e887ef7cec10ac3,QmPGJcxeCwsmfCB8EcWU54qm5QUE2KLLy7qF7pHF441ehY
use-cases,,a4d119bdcf45072530683a1a2178d614ed4ee41963b359a92600bebf33e46676,
use-cases/evals-use-case.md,d63dafa0d08ce3ad63767e905abdefad6eedb4ce161e0dfc6e96fe6ed353bef5,e46a0c5cce01176b43f5cd511b0e0d73bfc365a124c070d0afb4913ed6c0f973,Qmb2Msffyaeep8rSwGPDW7xyEtf1PayqPj6CGxvvvvgHky
use-cases/intentions-as-artifact.md,dbb2a33d28b1805200418adc046f007878baf64d1e9b73645d2cd2667f5ec8f5,82085c89f10a78a8b05eb074e34985230f7ee9a4d31cb987e7301091b8f0380a,QmYNUmgwrmW5ptnpTC9DVXpFcJBZgi5HgJSUE2apyZaKsJ
